Frame,WallSeconds,DeltaMs,CpuInputAndUiMs,CpuCelestialTickMs,CpuEditorAndPanelsMs,CpuSimulationAndInterfaceMs,CpuScenePushMs,CpuRecordAndPresentMs,CpuFrameCapWaitMs,GpuValid,GpuCullMs,GpuRasterMs,GpuHiZMs,GpuResolveMs,GpuKernelMs,GpuShadowMs,GpuRestirMs,GpuPostMs,GpuSkyMs,GpuVolumeMs,ClusterTotal,ClustersVisible,TrianglesDrawn,Fps,ResidentMiB
3086,400.9988,43.5691,0.0787,0.0179,1.4288,0.0533,0.0093,3.0191,0.0008,1,0.0919,8.6054,0.0348,0.3824,10.9228,0.0000,10.9228,0.2820,0.0000,0.0000,2046,2037,228644,39.74,741.1
3087,401.0034,4.6141,0.0622,0.0156,1.3218,0.0523,0.0091,21.0977,0.0012,1,0.0858,9.0382,0.0369,0.3809,13.4159,0.0000,13.4159,0.2846,0.0000,0.0000,2046,2037,228644,40.00,741.1
3088,401.0260,22.5677,0.0804,0.0144,1.3788,0.0558,0.0473,44.1408,0.0024,1,0.1299,10.0949,0.0388,0.5100,13.3665,0.0000,13.3665,0.2871,0.0000,0.0000,2046,2037,228644,40.35,741.1
3089,401.0717,45.7276,0.0670,0.0149,1.3891,0.0518,0.0101,2.8861,0.0006,1,0.0914,8.6651,0.0356,0.3803,10.9692,0.0000,10.9692,0.2842,0.0000,0.0000,2046,2037,228644,39.79,741.1
3090,401.0761,4.4255,0.0509,0.0150,1.3115,0.0522,0.0113,21.7045,0.0015,1,0.1173,9.4437,0.0380,0.4807,13.3534,0.0000,13.3534,0.2865,0.0000,0.0000,2046,2037,228644,40.08,741.1
3091,401.0993,23.1556,0.1126,0.0186,1.4844,0.0555,0.0099,23.5573,0.0011,1,0.1239,9.5853,0.0386,0.5975,13.8710,0.0000,13.8710,0.3098,0.0000,0.0000,2046,2037,228644,40.12,741.1
3092,401.1245,25.2468,0.0547,0.0154,1.3387,0.0498,0.0100,23.1110,0.0014,1,0.0943,9.9108,0.0372,0.5121,13.3580,0.0000,13.3580,0.2874,0.0000,0.0000,2046,2037,228644,40.11,741.1
3093,401.1491,24.5880,0.0612,0.0215,1.4726,0.0534,0.0095,43.1760,0.0016,1,0.0849,9.2840,0.0365,0.3853,13.0383,0.0000,13.0383,0.3046,0.0000,0.0000,2046,2037,228644,40.13,741.1
3094,401.1939,44.8042,0.0627,0.0149,1.3259,0.0545,0.0098,2.9116,0.0005,1,0.1308,8.7046,0.0389,0.3858,11.3274,0.0000,11.3274,0.3048,0.0000,0.0000,2046,2037,228644,39.85,741.1
3095,401.1983,4.3860,0.0564,0.0141,1.3288,0.0575,0.0095,22.8366,0.0012,1,0.0931,9.4129,0.0366,0.3854,14.1330,0.0000,14.1330,0.3089,0.0000,0.0000,2046,2037,228644,40.12,741.1
3096,401.2226,24.3127,0.0654,0.0133,1.3344,0.0572,0.0098,44.3332,0.0011,1,0.0925,10.4205,0.0368,0.4652,13.5744,0.0000,13.5744,0.3108,0.0000,0.0000,2046,2037,228644,40.13,741.1
3097,401.2685,45.8217,0.0706,0.0173,1.7746,0.0513,0.0100,2.9818,0.0007,1,0.0970,8.7683,0.0368,0.3850,11.0665,0.0000,11.0665,0.3113,0.0000,0.0000,2046,2037,228644,39.86,741.1
3098,401.2734,4.9128,0.0663,0.0160,1.3353,0.0506,0.0100,21.4140,0.0013,1,0.0853,9.6199,0.0358,0.5611,13.8415,0.0000,13.8415,0.2839,0.0000,0.0000,2046,2037,228644,40.13,741.1
3099,401.2963,22.9014,0.0551,0.0144,1.4247,0.0530,0.0104,23.5914,0.0010,1,0.0951,9.8066,0.0366,0.4405,14.2395,0.0000,14.2395,0.2843,0.0000,0.0000,2046,2037,228644,40.45,741.1
3100,401.3214,25.1580,0.0788,0.0196,1.3848,0.0522,0.0101,24.4024,0.0012,1,0.1431,10.4579,0.0369,0.5157,13.7183,0.0000,13.7183,0.3072,0.0000,0.0000,2046,2037,228644,40.17,741.1
3101,401.3474,25.9563,0.0611,0.0156,1.4036,0.0526,0.0096,45.0387,0.0013,1,0.1266,9.7449,0.0375,0.5586,14.5910,0.0000,14.5910,0.2854,0.0000,0.0000,2046,2037,228644,40.15,741.1
3102,401.3940,46.5904,0.0695,0.0163,1.4278,0.0677,0.0098,2.9328,0.0006,1,0.1296,8.5969,0.0597,0.3795,10.9980,0.0000,10.9980,0.2827,0.0000,0.0000,2046,2037,228644,39.85,741.1
3103,401.3985,4.5307,0.0693,0.0147,1.3956,0.0533,0.0094,22.0232,0.0013,1,0.0850,9.3512,0.0369,0.4462,13.8432,0.0000,13.8432,0.2862,0.0000,0.0000,2046,2037,228644,40.13,741.1
3104,401.4221,23.5746,0.0595,0.0150,1.3827,0.0525,0.0106,43.9566,0.0012,1,0.1003,9.8143,0.0369,0.4437,13.6337,0.0000,13.6337,0.2884,0.0000,0.0000,2046,2037,228644,40.17,741.1
3105,401.4676,45.4893,0.2624,0.0198,1.4376,0.0595,0.0108,3.2967,0.0008,1,0.0986,8.7677,0.0369,0.4120,11.1308,0.0000,11.1308,0.2844,0.0000,0.0000,2046,2037,228644,39.90,741.1
3106,401.4727,5.0938,0.0604,0.0152,1.4071,0.0591,0.0104,20.6095,0.0014,1,0.1221,9.5470,0.0369,0.5105,13.5396,0.0000,13.5396,0.2823,0.0000,0.0000,2046,2037,228644,40.17,741.1
3107,401.4948,22.1715,0.0568,0.0145,1.3950,0.0516,0.0109,46.5851,0.0011,1,0.1339,10.2431,0.0385,0.5359,14.5003,0.0000,14.5003,0.3159,0.0000,0.0000,2046,2037,228644,40.22,741.1
3108,401.5430,48.1225,0.0793,0.0189,1.3779,0.0518,0.0091,3.1229,0.0006,1,0.1211,9.2180,0.0380,0.4094,11.2146,0.0000,11.2146,0.2852,0.0000,0.0000,2046,2037,228644,39.92,741.1
3109,401.5476,4.6674,0.0731,0.0162,1.2649,0.0532,0.0090,22.3150,0.0016,1,0.1124,9.4370,0.0388,0.5513,13.9976,0.0000,13.9976,0.3159,0.0000,0.0000,2046,2037,228644,40.20,741.1
3110,401.5714,23.7405,0.0617,0.0135,1.3537,0.0550,0.0097,23.5169,0.0008,1,0.0962,10.1322,0.0365,0.4751,14.0405,0.0000,14.0405,0.2833,0.0000,0.0000,2046,2037,228644,40.22,741.1
3111,401.5964,25.0208,0.0602,0.0163,1.3266,0.0518,0.0103,24.6072,0.0010,1,0.1295,9.8475,0.0386,0.5540,14.3114,0.0000,14.3114,0.2868,0.0000,0.0000,2046,2037,228644,40.23,741.1
3112,401.6225,26.0812,0.0742,0.0145,1.6984,0.0539,0.0093,23.5995,0.0010,1,0.1443,9.7267,0.0382,0.6347,14.0011,0.0000,14.0011,0.2857,0.0000,0.0000,2046,2037,228644,40.22,741.1
3113,401.6479,25.4580,0.0584,0.0158,1.3571,0.0571,0.0131,23.1574,0.0011,1,0.0854,9.5983,0.0369,0.4468,13.5238,0.0000,13.5238,0.3046,0.0000,0.0000,2046,2037,228644,40.21,741.1
3114,401.6726,24.6666,0.0544,0.0157,1.4350,0.0521,0.0113,44.2387,0.0011,1,0.1201,9.9228,0.0387,0.5425,13.8156,0.0000,13.8156,0.2852,0.0000,0.0000,2046,2037,228644,40.23,741.1
3115,401.7184,45.8169,0.0613,0.0173,1.5790,0.0562,0.0096,3.3399,0.0010,1,0.0864,8.6059,0.0350,0.3901,11.1101,0.0000,11.1101,0.2865,0.0000,0.0000,2046,2037,228644,39.91,741.1
3116,401.7235,5.0708,0.0577,0.0151,1.3406,0.0536,0.0109,18.2398,0.0010,1,0.0852,9.1025,0.0364,0.3920,11.2141,0.0000,11.2141,0.2811,0.0000,0.0000,2046,2037,228644,40.13,741.1
3117,401.7432,19.7253,0.0658,0.0156,1.3505,0.0553,0.0107,23.9049,0.0012,1,0.0857,9.7262,0.0367,0.4280,14.0341,0.0000,14.0341,0.2814,0.0000,0.0000,2046,2037,228644,40.21,741.1
3118,401.7686,25.4117,0.0752,0.0191,1.5315,0.0608,0.0102,19.9629,0.0011,1,0.0926,8.7296,0.0352,0.3819,11.0900,0.0000,11.0900,0.2804,0.0000,0.0000,2046,2037,228644,40.21,741.1
3119,401.7903,21.6683,0.0591,0.0142,1.2837,0.0418,0.0092,43.2112,0.0014,1,0.1284,10.2723,0.0369,0.6327,13.9612,0.0000,13.9612,0.2851,0.0000,0.0000,2046,2037,228644,40.26,741.1
3120,401.8349,44.6271,0.0585,0.0160,1.1705,0.0452,0.0098,2.1896,0.0007,1,0.0972,8.5821,0.0354,0.3822,11.3445,0.0000,11.3445,0.3086,0.0000,0.0000,2046,2037,228644,40.00,741.1
3121,401.8384,3.4985,0.0566,0.0152,1.1648,0.0447,0.0095,21.2171,0.0011,1,0.0868,9.5908,0.0357,0.3809,13.1027,0.0000,13.1027,0.3148,0.0000,0.0000,2046,2037,228644,40.30,741.1
3122,401.8609,22.5162,0.0509,0.0136,1.1227,0.0470,0.0105,45.2723,0.0013,1,0.1061,10.3546,0.0369,0.5616,13.9147,0.0000,13.9147,0.3163,0.0000,0.0000,2046,2037,228644,40.33,741.1
3123,401.9074,46.5253,0.1820,0.0142,1.1435,0.0401,0.0091,2.1545,0.0004,1,0.1173,8.6735,0.0373,0.3827,11.0729,0.0000,11.0729,0.2840,0.0000,0.0000,2046,2037,228644,40.05,741.1
3124,401.9110,3.5488,0.3473,0.0150,1.3622,0.0493,0.0164,20.8284,0.0015,1,0.0855,10.3167,0.0364,0.4004,11.5905,0.0000,11.5905,0.2816,0.0000,0.0000,2046,2037,228644,40.34,741.1
3125,401.9336,22.6271,0.1021,0.0140,1.2737,0.0589,0.0098,21.3746,0.0012,1,0.0920,8.8577,0.0366,0.3812,13.0873,0.0000,13.0873,0.3230,0.0000,0.0000,2046,2037,228644,40.36,741.1
3126,401.9565,22.8399,0.0528,0.0120,1.0883,0.0424,0.0092,23.7022,0.0009,1,0.1312,10.4372,0.0386,0.4648,13.9377,0.0000,13.9377,0.2877,0.0000,0.0000,2046,2037,228644,40.35,741.1
3127,401.9814,24.9149,0.0524,0.0121,1.0443,0.0520,0.0102,45.1986,0.0012,1,0.0879,10.1680,0.0358,0.4547,13.7289,0.0000,13.7289,0.2836,0.0000,0.0000,2046,2037,228644,40.28,741.1
3128,402.0278,46.3850,0.0530,0.0141,1.0798,0.0390,0.0093,2.0315,0.0007,1,0.1213,8.7705,0.0389,0.3819,11.3106,0.0000,11.3106,0.2828,0.0000,0.0000,2046,2037,228644,40.24,741.1
3129,402.0310,3.2330,0.0372,0.0132,0.9774,0.0420,0.0095,21.3086,0.0013,1,0.0874,9.9799,0.0371,0.4522,12.5634,0.0000,12.5634,0.3087,0.0000,0.0000,2046,2037,228644,40.27,741.1
3130,402.0534,22.3966,0.0568,0.0125,1.0290,0.0464,0.0114,23.2952,0.0011,1,0.0912,9.4137,0.0353,0.4035,13.3491,0.0000,13.3491,0.2860,0.0000,0.0000,2046,2037,228644,40.25,741.1
3131,402.0779,24.4684,0.0474,0.0131,1.0274,0.0379,0.0088,24.2087,0.0019,1,0.1213,10.7523,0.0369,0.4492,13.3270,0.0000,13.3270,0.2840,0.0000,0.0000,2046,2037,228644,40.54,741.1
3132,402.1032,25.3509,0.0491,0.0134,1.0414,0.0392,0.0094,23.3974,0.0007,1,0.1312,9.9821,0.0389,0.5817,12.8726,0.0000,12.8726,0.2817,0.0000,0.0000,2046,2037,228644,40.26,741.1
3133,402.1278,24.5567,0.0493,0.0139,1.1095,0.0442,0.0101,23.7676,0.0013,1,0.1268,10.4736,0.0370,0.6533,13.4311,0.0000,13.4311,0.2827,0.0000,0.0000,2046,2037,228644,40.25,741.1
3134,402.1528,25.0022,0.0503,0.0129,1.3007,0.0516,0.0095,20.5824,0.0010,1,0.0920,8.9381,0.0353,0.3827,11.5802,0.0000,11.5802,0.2821,0.0000,0.0000,2046,2037,228644,40.53,741.1
3135,402.1748,22.0135,0.0547,0.0128,1.0736,0.0390,0.0094,24.1130,0.0012,1,0.1249,10.3710,0.0389,0.3943,13.7968,0.0000,13.7968,0.2814,0.0000,0.0000,2046,2037,228644,40.30,741.1
3136,402.2001,25.3095,0.0426,0.0133,1.0587,0.0434,0.0096,45.9657,0.0015,1,0.0947,10.3491,0.0354,0.5816,12.8896,0.0000,12.8896,0.2831,0.0000,0.0000,2046,2037,228644,40.27,741.1
3137,402.2473,47.1430,0.0635,0.0182,1.5321,0.0497,0.0100,2.9549,0.0009,1,0.0835,8.7196,0.0352,0.3830,11.1032,0.0000,11.1032,0.3123,0.0000,0.0000,2046,2037,228644,40.25,741.1
3138,402.2519,4.6357,0.0636,0.0176,1.3608,0.0546,0.0089,22.6664,0.0010,1,0.0999,9.5252,0.0373,0.4444,14.3265,0.0000,14.3265,0.3187,0.0000,0.0000,2046,2037,228644,40.25,741.1
3139,402.2761,24.1808,0.0678,0.0169,1.4404,0.0547,0.0110,23.1448,0.0012,1,0.0844,9.3802,0.0363,0.5286,14.0113,0.0000,14.0113,0.2858,0.0000,0.0000,2046,2037,228644,40.27,741.1
3140,402.3008,24.7438,0.0628,0.0164,1.3074,0.0552,0.0093,23.4297,0.0010,1,0.0914,9.6911,0.0351,0.4808,13.7277,0.0000,13.7277,0.3180,0.0000,0.0000,2046,2037,228644,40.55,741.1
3141,402.3257,24.8894,0.3295,0.0167,1.3845,0.0560,0.0095,43.1262,0.0016,1,0.0915,9.5436,0.0366,0.5598,12.8015,0.0000,12.8015,0.2843,0.0000,0.0000,2046,2037,228644,40.28,741.1
3142,402.3706,44.9312,0.0611,0.0150,1.3066,0.0539,0.0100,4.7624,0.0015,1,0.1209,8.7167,0.0391,0.4054,11.5252,0.0000,11.5252,0.2841,0.0000,0.0000,2046,2037,228644,40.00,741.1
3143,402.3768,6.2191,0.0723,0.0186,1.7597,0.0697,0.0137,17.6023,0.0022,1,0.0860,9.5912,0.0353,0.3811,11.4039,0.0000,11.4039,0.2800,0.0000,0.0000,2046,2037,228644,40.55,741.1
3144,402.3964,19.5465,0.0628,0.0160,1.6699,0.0619,0.0107,22.1032,0.0012,1,0.1325,9.6177,0.0378,0.4399,13.1460,0.0000,13.1460,0.2863,0.0000,0.0000,2046,2037,228644,40.34,741.1
3145,402.4203,23.9337,0.0610,0.0150,1.4027,0.0538,0.0102,23.6197,0.0009,1,0.1205,9.6255,0.0388,0.4316,14.2630,0.0000,14.2630,0.2825,0.0000,0.0000,2046,2037,228644,40.34,741.1
3146,402.4455,25.1703,0.0700,0.0157,1.4033,0.0522,0.0108,24.1960,0.0011,1,0.1383,10.1204,0.0369,0.6205,13.7321,0.0000,13.7321,0.2829,0.0000,0.0000,2046,2037,228644,40.62,741.1
3147,402.4713,25.7565,0.0626,0.0146,1.3643,0.0585,0.0105,23.3281,0.0009,1,0.0916,9.7378,0.0369,0.6076,13.7360,0.0000,13.7360,0.2866,0.0000,0.0000,2046,2037,228644,40.33,741.1
3148,402.4961,24.8462,0.0597,0.0148,1.4314,0.0525,0.0105,19.5516,0.0011,1,0.1238,8.8554,0.0370,0.4077,11.0763,0.0000,11.0763,0.3106,0.0000,0.0000,2046,2037,228644,40.31,741.1
3149,402.5172,21.1289,0.0627,0.0151,1.3407,0.0508,0.0106,35.3565,0.0011,1,0.0806,8.7759,0.0360,0.4113,26.7288,0.0000,26.7288,0.3171,0.0000,0.0000,2046,2037,228644,40.37,741.1
3150,402.5541,36.8456,0.0726,0.0157,1.3663,0.0539,0.0114,35.3437,0.0011,1,0.0866,8.9817,0.0374,0.4319,26.2738,0.0000,26.2738,0.2843,0.0000,0.0000,2046,2037,228644,40.21,741.1
3151,402.5909,36.8755,0.0712,0.0177,1.6132,0.0521,0.0099,34.3846,0.0014,1,0.1141,8.8036,0.0369,0.4157,26.4554,0.0000,26.4554,0.3099,0.0000,0.0000,2046,2037,228644,40.05,741.1
3152,402.6271,36.1582,0.0596,0.0138,1.4215,0.0551,0.0097,35.3647,0.0014,1,0.1203,8.8456,0.0375,0.3932,26.3801,0.0000,26.3801,0.3107,0.0000,0.0000,2046,2037,228644,39.90,741.1
3153,402.6640,36.9342,0.0620,0.0151,1.3787,0.0496,0.0108,37.3642,0.0013,1,0.0851,8.9013,0.0365,0.4035,28.5297,0.0000,28.5297,0.3080,0.0000,0.0000,2046,2037,228644,39.76,741.1
3154,402.7029,38.8899,0.0605,0.0165,1.4081,0.0538,0.0104,34.9971,0.0011,1,0.1140,9.0228,0.0373,0.4044,26.1704,0.0000,26.1704,0.2812,0.0000,0.0000,2046,2037,228644,39.57,741.1
3155,402.7395,36.5554,0.0615,0.0163,1.7064,0.0746,0.0127,35.3738,0.0011,1,0.0819,8.9413,0.0348,0.3893,26.8233,0.0000,26.8233,0.2795,0.0000,0.0000,2046,2037,228644,39.43,741.1
3156,402.7767,37.2545,0.0598,0.0161,1.4458,0.0529,0.0105,69.2452,0.0039,1,0.1098,8.8921,0.0373,0.3943,26.2235,0.0000,26.2235,0.2783,0.0000,0.0000,2046,2037,228644,39.27,741.1
3157,402.8476,70.8402,0.0669,0.0131,1.1088,0.0454,0.0111,1.7248,0.0003,1,0.1103,8.6604,0.0387,0.4178,26.1960,0.0000,26.1960,0.2764,0.0000,0.0000,2046,2037,228644,38.65,741.1
3158,402.8506,2.9755,0.0430,0.0186,0.9774,0.0509,0.0101,35.4762,0.0011,1,0.0839,8.9490,0.0360,0.4076,26.2676,0.0000,26.2676,0.2827,0.0000,0.0000,2046,2037,228644,38.89,741.1
3159,402.8871,36.5848,0.2185,0.0158,1.3615,0.0526,0.0098,71.1360,0.0011,1,0.1141,8.7513,0.0381,0.4064,26.2993,0.0000,26.2993,0.3063,0.0000,0.0000,2046,2037,228644,38.75,741.1
3160,402.9599,72.8032,0.5326,0.0153,1.8340,0.0542,0.0119,3.7333,0.0025,1,0.0828,8.6622,0.0350,0.4188,26.3053,0.0000,26.3053,0.3095,0.0000,0.0000,2046,2037,228644,38.16,741.1
3161,402.9661,6.1956,0.4822,0.0203,1.9570,0.0818,0.0212,32.8729,0.0017,1,0.0818,10.6461,0.0357,0.4325,27.7347,0.0000,27.7347,0.2774,0.0000,0.0000,2046,2037,228644,38.38,741.1
3162,403.0016,35.4450,0.0481,0.0159,1.5393,0.0434,0.0093,73.4435,0.0012,1,0.0917,9.3765,0.0348,0.4547,28.0488,0.0000,28.0488,0.2780,0.0000,0.0000,2046,2037,228644,38.26,741.1
3163,403.0767,75.1062,0.0598,0.0132,1.1203,0.0412,0.0089,1.9206,0.0007,1,0.0821,8.5120,0.0362,0.3785,27.1757,0.0000,27.1757,0.2770,0.0000,0.0000,2046,2037,228644,37.66,741.1
3164,403.0799,3.1711,0.0506,0.0128,0.9961,0.0444,0.0085,34.5693,0.0012,1,0.0915,9.0968,0.0379,0.4140,26.8041,0.0000,26.8041,0.2829,0.0000,0.0000,2046,2037,228644,37.92,741.1
3165,403.1155,35.6899,0.0504,0.0126,1.0832,0.0418,0.0081,35.3739,0.0009,1,0.1166,8.8800,0.0369,0.4070,26.3578,0.0000,26.3578,0.2831,0.0000,0.0000,2046,2037,228644,37.79,741.1
3166,403.1521,36.5774,0.0615,0.0115,1.1007,0.0423,0.0077,35.6085,0.0017,1,0.0921,8.8781,0.0354,0.4526,26.6649,0.0000,26.6649,0.2801,0.0000,0.0000,2046,2037,228644,37.63,741.1
3167,403.1890,36.8405,0.0573,0.0147,1.1698,0.0466,0.0090,74.5265,0.0020,1,0.1246,8.9728,0.0380,0.3831,26.5521,0.0000,26.5521,0.2805,0.0000,0.0000,2046,2037,228644,37.70,741.1
3168,403.2648,75.8359,0.0664,0.0176,1.4700,0.0597,0.0131,2.7090,0.0005,1,0.0942,8.7992,0.0354,0.4095,27.8264,0.0000,27.8264,0.3010,0.0000,0.0000,2046,2037,228644,36.86,741.1
3169,403.2691,4.3414,0.0521,0.0149,1.4462,0.0517,0.0100,36.3262,0.0010,1,0.1134,9.0590,0.0381,0.3842,28.9756,0.0000,28.9756,0.2808,0.0000,0.0000,2046,2037,228644,37.08,741.1
3170,403.3071,37.9095,8.0318,0.0126,0.8657,0.0446,0.0088,27.8196,0.0012,1,0.1141,8.8066,0.0385,0.3809,26.3326,0.0000,26.3326,0.3099,0.0000,0.0000,2046,2037,228644,37.20,741.1
3171,403.3438,36.7919,0.0742,0.0192,1.3511,0.0521,0.0106,34.9121,0.0011,1,0.0806,8.8381,0.0360,0.4109,26.5229,0.0000,26.5229,0.2753,0.0000,0.0000,2046,2037,228644,36.84,741.1
3172,403.3803,36.4278,0.0565,0.0142,1.4111,0.0532,0.0093,35.1534,0.0010,1,0.1170,8.7661,0.0369,0.4156,26.5541,0.0000,26.5541,0.2835,0.0000,0.0000,2046,2037,228644,36.69,741.1
3173,403.4170,36.7074,0.0618,0.0158,1.4327,0.0624,0.0123,35.0209,0.0042,1,0.1124,8.8093,0.0374,0.4053,26.3525,0.0000,26.3525,0.2798,0.0000,0.0000,2046,2037,228644,36.56,741.1
3174,403.4536,36.6179,0.0616,0.0150,1.3627,0.0605,0.0094,35.0505,0.0014,1,0.0805,8.7684,0.0379,0.4138,26.4785,0.0000,26.4785,0.2769,0.0000,0.0000,2046,2037,228644,36.43,741.1
3175,403.4902,36.5700,0.0641,0.0161,1.4479,0.0682,0.0136,35.1997,0.0013,1,0.0825,8.8916,0.0373,0.4080,26.8254,0.0000,26.8254,0.3045,0.0000,0.0000,2046,2037,228644,36.32,741.1
3176,403.5270,36.8176,0.0632,0.0170,1.4136,0.0529,0.0108,36.7034,0.0012,1,0.1155,9.0035,0.0369,0.4076,27.7435,0.0000,27.7435,0.2813,0.0000,0.0000,2046,2037,228644,36.16,741.1
3177,403.5652,38.2694,0.0638,0.0161,1.3933,0.0608,0.0101,35.3599,0.0012,1,0.1169,8.9424,0.0372,0.4052,26.2940,0.0000,26.2940,0.3139,0.0000,0.0000,2046,2037,228644,36.02,741.1
3178,403.6022,36.9131,0.0642,0.0161,1.3553,0.0525,0.0095,35.4105,0.0013,1,0.1136,8.7512,0.0386,0.4178,27.1226,0.0000,27.1226,0.3076,0.0000,0.0000,2046,2037,228644,35.90,741.1
3179,403.6391,36.9161,0.0624,0.0148,1.4532,0.0529,0.0092,36.2555,0.0012,1,0.0892,8.7932,0.0369,0.4113,27.1745,0.0000,27.1745,0.2828,0.0000,0.0000,2046,2037,228644,35.77,741.1
3180,403.6769,37.8579,0.0726,0.0137,1.4999,0.0519,0.0101,43.5153,0.0009,1,0.1177,10.2189,0.0380,0.4780,33.6763,0.0000,33.6763,0.2817,0.0000,0.0000,2046,2037,228644,35.63,741.1
3181,403.7221,45.1724,0.0610,0.0288,1.4186,0.0537,0.0107,19.8444,0.0014,1,0.0894,8.7865,0.0372,0.4383,11.0188,0.0000,11.0188,0.2792,0.0000,0.0000,2046,2037,228644,35.39,741.1
3182,403.7435,21.4255,0.0587,0.0154,1.4472,0.0630,0.0120,34.4431,0.0013,1,0.1188,8.8607,0.0387,0.3891,25.9329,0.0000,25.9329,0.2774,0.0000,0.0000,2046,2037,228644,35.41,741.1
3183,403.7796,36.0481,0.0661,0.0171,1.4969,0.0524,0.0115,34.7691,0.0013,1,0.1120,8.9417,0.0367,0.4150,26.2005,0.0000,26.2005,0.2947,0.0000,0.0000,2046,2037,228644,35.31,741.1
3184,403.8160,36.4227,0.4129,0.0167,1.4826,0.0649,0.0114,38.1419,0.0011,1,0.0823,8.9274,0.0356,0.3822,30.0287,0.0000,30.0287,0.2742,0.0000,0.0000,2046,2037,228644,35.20,741.1
3185,403.8561,40.1390,0.7396,0.0159,1.0803,0.0492,0.0103,36.5269,0.0010,1,0.0840,8.8547,0.0365,0.4219,28.1175,0.0000,28.1175,0.2985,0.0000,0.0000,2046,2037,228644,35.05,741.1
3186,403.8946,38.4301,1.2172,0.0197,1.9725,0.0861,0.0149,74.5573,0.0007,1,0.1051,9.7875,0.0348,0.5264,27.8885,0.0000,27.8885,0.2778,0.0000,0.0000,2046,2037,228644,34.91,741.1
3187,403.9724,77.8743,0.4444,0.0125,0.8733,0.0457,0.0092,1.9076,0.0005,1,0.0948,9.0537,0.0353,0.3787,29.7333,0.0000,29.7333,0.2770,0.0000,0.0000,2046,2037,228644,34.39,741.1
3188,403.9757,3.2978,0.0428,0.0125,0.9190,0.0463,0.0103,38.1811,0.0007,1,0.0833,9.4833,0.0348,0.3788,28.4924,0.0000,28.4924,0.2829,0.0000,0.0000,2046,2037,228644,34.59,741.1
3189,404.0150,39.2170,0.5319,0.0163,0.9051,0.0454,0.0095,71.9852,0.0015,1,0.1165,9.3016,0.0377,0.3830,27.8734,0.0000,27.8734,0.2757,0.0000,0.0000,2046,2037,228644,34.45,741.1
3190,404.0885,73.5288,1.1219,0.0177,0.8911,0.0510,0.0103,1.9589,0.0005,1,0.0829,8.6756,0.0353,0.3809,26.6156,0.0000,26.6156,0.2802,0.0000,0.0000,2046,2037,228644,33.97,741.1
3191,404.0926,4.0576,0.4469,0.0132,0.8558,0.0467,0.0095,35.8359,0.0009,1,0.0911,9.1103,0.0384,0.3829,28.5709,0.0000,28.5709,0.2978,0.0000,0.0000,2046,2037,228644,34.18,741.1
3192,404.1298,37.2278,0.6763,0.0169,1.1186,0.4531,0.0140,71.0072,0.0015,1,0.0884,9.5813,0.0353,0.3801,26.1786,0.0000,26.1786,0.3021,0.0000,0.0000,2046,2037,228644,34.05,741.2
3193,404.2031,73.2944,0.4772,0.0125,0.8904,0.0422,0.0103,1.8925,0.0004,1,0.1185,8.8513,0.0373,0.3813,26.8053,0.0000,26.8053,0.2758,0.0000,0.0000,2046,2037,228644,33.80,741.2
3194,404.2064,3.3302,0.0438,0.0128,1.0368,0.0599,0.0110,33.7868,0.0012,1,0.0865,9.0684,0.0361,0.4076,26.0733,0.0000,26.0733,0.2763,0.0000,0.0000,2046,2037,228644,33.80,741.2
3195,404.2414,34.9591,0.4584,0.0129,1.0834,0.0428,0.0097,35.3049,0.0008,1,0.0990,9.0585,0.0366,0.3850,26.3651,0.0000,26.3651,0.3060,0.0000,0.0000,2046,2037,228644,33.70,741.2
3196,404.2783,36.9185,0.4688,0.0137,0.9430,0.0443,0.0086,35.4573,0.0011,1,0.1145,8.9204,0.0387,0.3856,26.3305,0.0000,26.3305,0.2792,0.0000,0.0000,2046,2037,228644,33.78,741.2
3197,404.3152,36.9428,0.4774,0.0131,0.8590,0.0447,0.0101,35.2104,0.0012,1,0.1287,8.8449,0.0389,0.3821,26.7766,0.0000,26.7766,0.2804,0.0000,0.0000,2046,2037,228644,33.46,741.2
3198,404.3519,36.6286,0.4658,0.0141,0.8616,0.0420,0.0102,34.9199,0.0014,1,0.0922,8.8637,0.0366,0.4137,25.9613,0.0000,25.9613,0.2756,0.0000,0.0000,2046,2037,228644,33.35,741.2
3199,404.3882,36.3225,0.5451,0.0159,1.0184,0.0546,0.0111,75.0794,0.0014,1,0.0932,9.0587,0.0356,0.3822,28.8320,0.0000,28.8320,0.2762,0.0000,0.0000,2046,2037,228644,33.22,741.2
3200,404.4649,76.7348,0.6707,0.0173,1.1471,0.0615,0.0118,4.2465,0.0017,1,0.0813,8.6653,0.0366,0.4239,26.8917,0.0000,26.8917,0.3037,0.0000,0.0000,2046,2037,228644,32.73,741.2
3201,404.4711,6.1655,0.0751,0.0175,1.4766,0.0834,0.0156,32.5687,0.0016,1,0.0849,9.2745,0.0369,0.5349,26.8191,0.0000,26.8191,0.2776,0.0000,0.0000,2046,2037,228644,33.59,741.2
3202,404.5053,34.2462,0.7390,0.0158,0.9675,0.0536,0.0094,35.0389,0.0013,1,0.0852,8.6661,0.0356,0.4152,26.8467,0.0000,26.8467,0.2787,0.0000,0.0000,2046,2037,228644,33.33,741.2
