Frame,WallSeconds,DeltaMs,CpuInputAndUiMs,CpuCelestialTickMs,CpuEditorAndPanelsMs,CpuSimulationAndInterfaceMs,CpuScenePushMs,CpuRecordAndPresentMs,CpuFrameCapWaitMs,GpuValid,GpuCullMs,GpuRasterMs,GpuHiZMs,GpuResolveMs,GpuKernelMs,GpuShadowMs,GpuRestirMs,GpuPostMs,GpuSkyMs,GpuVolumeMs,ClusterTotal,ClustersVisible,TrianglesDrawn,Fps,ResidentMiB
1015,318.4042,7.0977,0.3553,0.0139,2.5432,0.0612,0.0122,58.8987,0.0011,1,0.0943,5.0819,0.0451,0.7107,57.4118,0.0000,57.4118,0.7533,0.0000,0.0000,2046,1119,125176,24.19,749.7
1016,318.4661,61.8992,0.4128,0.0163,2.8955,0.0643,0.0109,66.5023,0.0015,1,0.0975,3.3163,0.0443,0.5587,63.0068,0.0000,63.0068,0.7581,0.0000,0.0000,2046,610,67884,24.03,749.7
1017,318.5360,69.9190,0.3776,0.0137,3.0097,0.0910,0.0231,61.8797,0.0008,1,0.1029,4.3950,0.0461,0.7680,61.3923,0.0000,61.3923,0.7618,0.0000,0.0000,2046,577,64224,23.83,749.7
1018,318.6014,65.4023,0.0522,0.0128,1.9595,0.0521,0.0104,62.5311,0.0009,1,0.0814,2.3480,0.0446,0.4055,60.0252,0.0000,60.0252,0.7697,0.0000,0.0000,2046,521,57950,23.66,749.7
1019,318.6660,64.6242,0.0484,0.0113,1.7172,0.0610,0.0190,63.2018,0.0010,1,0.0734,2.4508,0.0451,0.2930,61.2232,0.0000,61.2232,0.7657,0.0000,0.0000,2046,521,57950,23.58,749.7
1020,318.7311,65.0661,0.0472,0.0112,2.2601,0.0472,0.0091,114.8955,0.0013,1,0.0726,2.1818,0.0440,0.3256,56.0579,0.0000,56.0579,0.7045,0.0000,0.0000,2046,521,57950,23.42,749.7
1021,318.8484,100.0000,0.4738,0.0235,2.1572,0.0505,0.0081,3.0088,0.0009,1,0.0732,2.1468,0.0436,0.2735,53.2081,0.0000,53.2081,0.7023,0.0000,0.0000,2046,521,57950,23.09,749.7
1022,318.8541,5.7395,0.0547,0.0149,1.9989,0.0462,0.0083,53.1164,0.0009,1,0.0643,2.3316,0.0432,0.2788,53.3257,0.0000,53.3257,0.6964,0.0000,0.0000,2046,521,57950,23.19,749.7
1023,318.9094,55.2526,0.1570,0.0125,2.5007,0.0537,0.0096,61.2317,0.0010,1,0.0694,2.2668,0.0430,0.3136,59.5159,0.0000,59.5159,0.7700,0.0000,0.0000,2046,511,56798,23.06,749.7
1024,318.9734,63.9995,0.8219,0.0176,3.3135,0.0631,0.0096,60.9111,0.0015,1,0.0802,2.6669,0.0443,0.4964,61.2979,0.0000,61.2979,0.7681,0.0000,0.0000,2046,511,56798,22.89,773.7
1025,319.0385,65.1523,1.3330,0.0181,2.7564,0.0558,0.0121,129.3326,0.0013,1,0.0748,2.1827,0.0430,0.2916,63.4141,0.0000,63.4141,0.7681,0.0000,0.0000,2046,501,55710,22.79,773.7
1026,319.1721,100.0000,0.8745,0.0181,2.8983,0.0538,0.0096,4.1730,0.0015,1,0.0943,3.5486,0.0441,0.4668,60.2187,0.0000,60.2187,0.7668,0.0000,0.0000,2046,532,59230,22.53,773.7
1027,319.1801,8.0443,0.3398,0.0149,3.2756,0.0412,0.0082,58.7561,0.0012,1,0.0661,2.8667,0.0445,0.3195,62.2081,0.0000,62.2081,0.7615,0.0000,0.0000,2046,625,69612,22.68,773.7
1028,319.2426,62.4498,0.0515,0.0113,2.9648,0.0577,0.0098,61.8053,0.0008,1,0.0743,2.7587,0.0451,0.4127,60.3372,0.0000,60.3372,0.7594,0.0000,0.0000,2046,640,71276,22.76,773.7
1029,319.3075,64.9132,0.6609,0.0140,1.9358,0.0432,0.0084,60.4187,0.0009,1,0.0748,2.8218,0.0431,0.4075,57.7412,0.0000,57.7412,0.7613,0.0000,0.0000,2046,636,70892,22.51,773.7
1030,319.3706,63.0945,0.7339,0.0149,3.1501,0.0508,0.0097,65.6343,0.0010,1,0.0840,3.2752,0.0445,0.4706,64.1067,0.0000,64.1067,0.7742,0.0000,0.0000,2046,590,65644,22.41,773.7
1031,319.4402,69.6085,0.4017,0.0152,2.8430,0.0634,0.0108,62.9640,0.0012,1,0.0725,2.7414,0.0444,0.3483,62.6814,0.0000,62.6814,0.7808,0.0000,0.0000,2046,551,61226,22.30,773.7
1032,319.5065,66.3134,0.4366,0.0173,1.9426,0.0536,0.0074,61.6658,0.0010,1,0.0691,2.3410,0.0449,0.3725,60.0932,0.0000,60.0932,0.7797,0.0000,0.0000,2046,529,58730,22.20,773.7
1033,319.5706,64.1368,0.3811,0.0122,1.5079,0.0435,0.0085,62.3243,0.0015,1,0.0656,2.1457,0.0436,0.2281,58.6775,0.0000,58.6775,0.7940,0.0000,0.0000,2046,503,55786,22.10,810.9
1034,319.6349,64.2965,0.5362,0.0139,2.3596,0.0510,0.0091,58.3910,0.0011,1,0.0700,2.2013,0.0430,0.2437,57.7703,0.0000,57.7703,0.7739,0.0000,0.0000,2046,482,53418,22.01,810.9
1035,319.6963,61.3773,0.8351,0.0166,3.0124,0.0507,0.0108,58.1251,0.0010,1,0.0645,1.9376,0.0434,0.1969,59.7131,0.0000,59.7131,0.7743,0.0000,0.0000,2046,446,49386,22.09,810.9
1036,319.7584,62.0635,0.7499,0.0138,1.7327,0.0436,0.0083,119.6235,0.0011,1,0.0669,1.7743,0.0430,0.1806,57.8262,0.0000,57.8262,0.7675,0.0000,0.0000,2046,409,45162,21.86,810.9
1037,319.8806,100.0000,0.7044,0.0177,2.6829,0.0568,0.0109,2.7194,0.0010,1,0.0618,1.6171,0.0441,0.1795,57.4980,0.0000,57.4980,0.7657,0.0000,0.0000,2046,382,42216,21.62,810.9
1038,319.8867,6.2068,0.5057,0.0120,2.8918,0.0809,0.0125,53.7974,0.0011,1,0.0665,2.6307,0.0435,0.2825,55.7473,0.0000,55.7473,0.7320,0.0000,0.0000,2046,497,55030,21.76,810.9
1039,319.9441,57.3179,0.9911,0.0186,2.4898,0.0533,0.0095,49.6216,0.0009,1,0.0659,5.7068,0.0438,0.7657,45.4170,0.0000,45.4170,0.6817,0.0000,0.0000,2046,1249,139788,21.70,810.9
1040,319.9973,53.2022,0.7865,0.0191,1.9195,0.0649,0.0098,49.9566,0.0011,1,0.0836,6.2417,0.0458,0.6095,44.2876,0.0000,44.2876,0.6833,0.0000,0.0000,2046,1294,144940,21.65,810.9
1041,320.0500,52.7752,0.8148,0.0213,1.9579,0.0599,0.0129,103.4678,0.0016,1,0.0968,7.2011,0.0450,0.7103,45.8976,0.0000,45.8976,0.6863,0.0000,0.0000,2046,1374,153948,21.60,810.9
1042,320.1564,100.0000,0.9220,0.0182,2.9481,0.0657,0.0129,3.6375,0.0019,1,0.0791,6.2683,0.0448,0.5139,43.9204,0.0000,43.9204,0.6938,0.0000,0.0000,2046,1459,163572,21.37,815.4
1043,320.1640,7.6250,0.3533,0.0159,2.7455,0.0589,0.0172,43.2967,0.0011,1,0.0838,7.1938,0.0454,0.7420,42.1483,0.0000,42.1483,0.6808,0.0000,0.0000,2046,1571,176404,21.50,815.4
1044,320.2105,46.5047,1.1268,0.0192,1.9073,0.0591,0.0131,49.4676,0.0016,1,0.0819,7.1498,0.0451,0.5506,41.9341,0.0000,41.9341,0.6732,0.0000,0.0000,2046,1564,175444,21.48,815.4
1045,320.2632,52.6149,1.1804,0.0201,2.8725,0.0686,0.0113,49.5662,0.0017,1,0.0894,7.6158,0.0471,0.6630,42.7377,0.0000,42.7377,0.6757,0.0000,0.0000,2046,1559,174996,21.44,815.4
1046,320.3169,53.7403,1.4736,0.0198,2.7705,0.0463,0.0082,99.1876,0.0013,1,0.0863,8.3291,0.0451,0.8772,43.1292,0.0000,43.1292,0.6737,0.0000,0.0000,2046,1550,173908,21.39,815.4
1047,320.4204,100.0000,0.4915,0.0181,1.8863,0.0629,0.0182,3.0717,0.0010,1,0.0897,7.4919,0.0452,0.5669,42.8676,0.0000,42.8676,0.6794,0.0000,0.0000,2046,1558,174692,21.17,815.4
1048,320.4260,5.5695,0.0706,0.0176,2.5966,0.0665,0.0126,47.8129,0.0015,1,0.0840,7.3997,0.0454,0.6713,43.3715,0.0000,43.3715,0.6917,0.0000,0.0000,2046,1550,173860,21.30,815.4
1049,320.4766,50.5967,0.4086,0.0167,1.8914,0.0622,0.0119,51.8606,0.0013,1,0.0843,7.1389,0.0470,0.5344,45.5384,0.0000,45.5384,0.6907,0.0000,0.0000,2046,1478,165716,21.27,815.4
1050,320.5309,54.2697,0.3505,0.0158,2.5418,0.0710,0.0149,50.8874,0.0025,1,0.0934,6.8641,0.0451,0.6679,44.9947,0.0000,44.9947,0.6901,0.0000,0.0000,2046,1476,165460,21.37,815.4
1051,320.5847,53.9034,0.4120,0.0172,2.5278,0.0550,0.0110,102.0948,0.0013,1,0.0825,7.1400,0.0451,0.4849,43.2812,0.0000,43.2812,0.6878,0.0000,0.0000,2046,1443,161716,21.18,815.4
1052,320.6899,100.0000,0.4723,0.0172,2.1874,0.0608,0.0120,3.7244,0.0018,1,0.0796,5.9201,0.0449,0.4860,44.4972,0.0000,44.4972,0.6933,0.0000,0.0000,2046,1410,158130,20.98,798.4
1053,320.6964,6.4969,0.3900,0.0147,2.3786,0.0537,0.0123,47.4895,0.0011,1,0.0862,6.2517,0.0451,0.5963,45.5857,0.0000,45.5857,0.6950,0.0000,0.0000,2046,1371,153778,21.11,798.4
1054,320.7468,50.3571,0.4145,0.0167,2.2284,0.0682,0.0110,51.1940,0.0013,1,0.0823,5.9408,0.0461,0.5369,45.8324,0.0000,45.8324,0.6942,0.0000,0.0000,2046,1303,145938,21.07,798.4
1055,320.8007,53.9510,0.4054,0.0168,1.9445,0.0619,0.0143,50.9279,0.0011,1,0.0888,6.5684,0.0462,0.5200,45.0670,0.0000,45.0670,0.7121,0.0000,0.0000,2046,1299,145554,21.03,798.4
1056,320.8541,53.3909,0.3691,0.0165,1.7651,0.0543,0.0124,52.4296,0.0009,1,0.0781,5.8773,0.0448,0.4698,47.4928,0.0000,47.4928,0.7018,0.0000,0.0000,2046,1270,142290,20.98,798.4
1057,320.9088,54.6628,0.2014,0.0148,1.9429,0.0627,0.0128,55.1006,0.0010,1,0.0829,5.7375,0.0466,0.5489,49.0332,0.0000,49.0332,0.7008,0.0000,0.0000,2046,1230,137816,20.93,798.4
1058,320.9661,57.3524,1.1363,0.0187,3.1362,0.0777,0.0113,107.2994,0.0017,1,0.0815,5.5338,0.0451,0.5755,49.1050,0.0000,49.1050,0.6900,0.0000,0.0000,2046,1198,134136,20.87,798.4
1059,321.0778,100.0000,0.5329,0.0190,3.2375,0.0920,0.0175,4.2638,0.0012,1,0.1204,5.4370,0.0452,0.4796,47.8615,0.0000,47.8615,0.6822,0.0000,0.0000,2046,1167,130552,20.81,798.4
1060,321.0860,8.1774,0.4894,0.0156,3.0238,0.0555,0.0090,48.0210,0.0014,1,0.0812,5.7196,0.0452,0.5509,48.2456,0.0000,48.2456,0.6860,0.0000,0.0000,2046,1146,128184,20.79,798.4
1061,321.1376,51.6330,1.2214,0.0211,4.0623,0.0639,0.0098,50.5903,0.0015,1,0.0804,5.2556,0.0450,0.6246,48.6977,0.0000,48.6977,0.6932,0.0000,0.0000,2046,1107,123832,20.75,798.4
1062,321.1936,55.9885,0.5247,0.0193,2.1549,0.0440,0.0079,57.6359,0.0009,1,0.0944,4.8146,0.0456,0.6085,51.9327,0.0000,51.9327,0.6917,0.0000,0.0000,2046,1101,123128,20.70,798.4
1063,321.2540,60.4155,0.2368,0.0150,3.2130,0.0532,0.0092,113.2944,0.0014,1,0.0762,4.8386,0.0451,0.5966,51.8263,0.0000,51.8263,0.6905,0.0000,0.0000,2046,1086,121336,20.63,792.8
1064,321.3709,100.0000,1.2982,0.0206,3.1214,0.0661,0.0115,3.2182,0.0011,1,0.0802,4.5392,0.0461,0.5648,53.2100,0.0000,53.2100,0.6999,0.0000,0.0000,2046,1082,120888,20.42,792.8
1065,321.3786,7.7536,0.0564,0.0138,2.1530,0.0454,0.0083,55.5331,0.0012,1,0.0802,5.3423,0.0454,0.6238,54.9349,0.0000,54.9349,0.7143,0.0000,0.0000,2046,1086,121384,20.54,792.8
1066,321.4365,57.8290,1.3243,0.0203,2.7751,0.0458,0.0081,130.1045,0.0022,1,0.0850,5.0381,0.0451,0.7498,58.9535,0.0000,58.9535,0.7416,0.0000,0.0000,2046,1093,122500,20.48,792.8
1067,321.5707,100.0000,0.9133,0.0224,2.2736,0.0825,0.0148,3.2656,0.0013,1,0.0769,4.8040,0.0451,0.8769,60.6605,0.0000,60.6605,0.7347,0.0000,0.0000,2046,1087,121796,20.28,792.8
1068,321.5773,6.5873,0.0560,0.0142,2.3576,0.0494,0.0088,61.4514,0.0016,1,0.0765,5.3907,0.0451,0.5956,59.9695,0.0000,59.9695,0.7375,0.0000,0.0000,2046,1070,119992,20.40,792.8
1069,321.6413,63.9551,0.7863,0.0141,2.4459,0.0436,0.0092,67.5281,0.0013,1,0.0824,4.6208,0.0440,0.7352,64.0672,0.0000,64.0672,0.7451,0.0000,0.0000,2046,1041,116760,20.32,792.8
1070,321.7122,70.8476,0.8141,0.0182,1.9194,0.0581,0.0111,68.2738,0.0016,1,0.0805,4.9903,0.0451,0.6866,63.6636,0.0000,63.6636,0.7460,0.0000,0.0000,2046,1039,116504,20.22,792.8
1071,321.7833,71.1133,0.8121,0.0175,2.3804,0.0449,0.0082,71.0960,0.0022,1,0.0860,4.7916,0.0451,0.7113,66.7300,0.0000,66.7300,0.7495,0.0000,0.0000,2046,1033,115800,20.12,792.8
1072,321.8577,74.4071,1.0382,0.0210,2.5812,0.0536,0.0093,68.7845,0.0014,1,0.0766,4.6640,0.0452,0.6952,66.0319,0.0000,66.0319,0.7432,0.0000,0.0000,2046,1022,114584,20.01,790.0
1073,321.9302,72.5085,1.9934,0.0146,2.4593,0.0514,0.0090,71.9206,0.0013,1,0.0858,4.6100,0.0451,0.7093,68.9763,0.0000,68.9763,0.7428,0.0000,0.0000,2046,1001,112152,19.91,790.0
1074,322.0067,76.4671,1.4793,0.0142,1.7978,0.0507,0.0080,73.3026,0.0011,1,0.0729,4.3670,0.0448,1.0240,68.1599,0.0000,68.1599,0.7369,0.0000,0.0000,2046,990,110936,19.79,790.0
1075,322.0833,76.6680,0.9978,0.0157,3.9734,0.0721,0.0105,69.0307,0.0021,1,0.0761,4.4452,0.0440,0.8653,68.8164,0.0000,68.8164,0.7429,0.0000,0.0000,2046,989,110872,19.68,790.0
1076,322.2433,100.0000,3.3540,0.0168,2.3486,0.0567,0.0101,7.7652,0.0016,1,0.0734,4.5524,0.0453,0.8253,92.5630,0.0000,92.5630,0.7458,0.0000,0.0000,2046,1041,116824,19.49,790.0
1077,322.2569,13.5697,0.2267,0.0237,2.9838,0.0483,0.0080,78.1494,0.0012,1,0.0769,5.8039,0.0450,0.9244,73.3502,0.0000,73.3502,0.7824,0.0000,0.0000,2046,1134,127176,19.58,790.0
1078,322.3384,81.4608,1.5189,0.0191,2.2031,0.0471,0.0091,85.4061,0.0014,1,0.0761,5.4230,0.0451,0.8829,82.4084,0.0000,82.4084,0.8528,0.0000,0.0000,2046,1245,139668,19.45,790.0
1079,322.4276,89.2240,0.6883,0.0203,2.7018,0.0549,0.0094,85.3283,0.0015,1,0.0777,5.6583,0.0462,0.7146,80.6386,0.0000,80.6386,0.8539,0.0000,0.0000,2046,1214,136148,19.30,762.8
1080,322.5164,88.8212,0.4701,0.0191,3.1886,0.0558,0.0092,86.0351,0.0013,1,0.0793,5.4799,0.0455,0.9140,82.1085,0.0000,82.1085,0.8252,0.0000,0.0000,2046,1145,128404,19.28,762.8
1081,322.6062,89.7969,0.3791,0.0178,2.0913,0.0627,0.0124,88.2313,0.0010,1,0.0803,5.2660,0.0466,0.8248,83.5646,0.0000,83.5646,0.8135,0.0000,0.0000,2046,1101,123460,19.02,762.8
1082,322.6971,90.8128,0.3994,0.0165,2.7998,0.0668,0.0134,84.6647,0.0011,1,0.0730,4.7829,0.0455,0.7904,81.1916,0.0000,81.1916,0.7840,0.0000,0.0000,2046,1057,118520,18.88,762.8
1083,322.7850,87.9773,0.9511,0.0180,1.7108,0.0410,0.0069,86.2170,0.0012,1,0.0765,4.3044,0.0437,0.6980,80.9585,0.0000,80.9585,0.7589,0.0000,0.0000,2046,1004,112472,18.70,762.8
1084,322.8740,88.9629,1.8327,0.0157,2.9394,0.0553,0.0089,80.9776,0.0016,1,0.0873,4.1601,0.0451,0.7823,80.2898,0.0000,80.2898,0.7324,0.0000,0.0000,2046,957,107224,18.56,762.8
1085,322.9598,85.8492,2.4050,0.0133,2.8391,0.1093,0.0208,81.6241,0.0012,1,0.0823,4.9725,0.0502,0.7078,78.1775,0.0000,78.1775,0.7261,0.0000,0.0000,2046,950,106392,18.40,777.4
1086,323.0469,87.0281,0.5477,0.0165,3.1621,0.0703,0.0098,80.2982,0.0011,1,0.1311,3.9131,0.0451,0.6272,77.6026,0.0000,77.6026,0.6961,0.0000,0.0000,2046,902,101014,18.24,777.4
1087,323.1310,84.1221,0.9664,0.0143,3.2022,0.0637,0.0107,165.5307,0.0013,1,0.0742,4.4034,0.0450,0.6390,79.4397,0.0000,79.4397,0.6862,0.0000,0.0000,2046,854,95782,18.08,777.4
1088,323.3008,100.0000,0.4275,0.0184,2.0181,0.0652,0.0130,3.3718,0.0011,1,0.0704,3.3984,0.0452,0.6021,80.5607,0.0000,80.5607,0.6825,0.0000,0.0000,2046,801,89694,17.88,777.4
1089,323.3067,5.9293,0.0526,0.0135,3.2086,0.0619,0.0112,86.3990,0.0010,1,0.0807,3.9833,0.0451,0.6676,86.0423,0.0000,86.0423,0.7171,0.0000,0.0000,2046,801,89574,17.94,777.4
1090,323.3965,89.7615,0.4087,0.0168,2.4420,0.0473,0.0082,207.0311,0.0015,1,0.0856,4.0709,0.0451,0.8195,97.8463,0.0000,97.8463,0.7779,0.0000,0.0000,2046,818,91622,17.83,777.4
1091,323.6064,100.0000,0.4552,0.0180,3.2624,0.0634,0.0113,4.6301,0.0010,1,0.0801,3.9493,0.0451,0.8288,100.1135,0.0000,100.1135,0.7732,0.0000,0.0000,2046,813,91046,17.70,777.4
1092,323.6149,8.4549,0.4062,0.0126,2.3775,0.0629,0.0101,99.8126,0.0013,1,0.0827,3.8687,0.0471,0.7148,101.4664,0.0000,101.4664,0.7960,0.0000,0.0000,2046,819,91702,17.75,777.4
1093,323.7176,100.0000,0.4193,0.0123,2.3935,0.0479,0.0084,115.8226,0.0010,1,0.0760,3.4768,0.0462,0.6039,112.3624,0.0000,112.3624,0.8554,0.0000,0.0000,2046,747,84362,17.56,790.0
1094,323.8363,100.0000,0.5064,0.0161,2.8835,0.0632,0.0105,113.8781,0.0011,1,0.0789,3.4250,0.0470,0.5920,111.5871,0.0000,111.5871,0.8562,0.0000,0.0000,2046,739,83146,17.38,790.0
1095,323.9537,100.0000,5.3182,0.0140,4.1123,0.1152,0.0201,234.4115,0.0018,1,0.0852,2.8540,0.0467,0.7355,118.9710,0.0000,118.9710,0.8521,0.0000,0.0000,2046,575,64776,17.20,790.0
1096,324.1977,100.0000,1.0319,0.0198,2.3202,0.0460,0.0084,2.8270,0.0009,1,0.0701,2.0740,0.0454,0.3725,116.4696,0.0000,116.4696,0.8377,0.0000,0.0000,2046,468,52712,17.02,790.0
1097,324.2040,6.2680,0.0510,0.0133,1.9232,0.0455,0.0091,112.8364,0.0010,1,0.0712,2.6212,0.0468,0.3576,114.3265,0.0000,114.3265,0.8386,0.0000,0.0000,2046,444,49824,17.12,790.0
1098,324.3189,100.0000,0.0484,0.0123,1.7825,0.0439,0.0074,237.6869,0.0015,1,0.1511,1.9246,0.0454,0.3570,116.2574,0.0000,116.2574,0.8446,0.0000,0.0000,2046,437,48992,17.00,790.0
1099,324.5585,100.0000,0.1026,0.0243,4.6456,0.0756,0.0129,4.1833,0.0012,1,0.0645,1.8138,0.0458,0.3100,113.9893,0.0000,113.9893,0.8360,0.0000,0.0000,2046,437,48992,16.83,795.0
1100,324.5675,9.0618,0.0650,0.0148,2.8006,0.0576,0.0110,109.4690,0.0016,1,0.0767,2.4193,0.0467,0.3752,113.9900,0.0000,113.9900,0.8386,0.0000,0.0000,2046,433,48480,16.87,795.0
1101,324.6800,100.0000,0.4652,0.0136,2.9110,0.0699,0.0100,232.7916,0.0017,1,0.0653,1.9685,0.0452,0.3251,114.9656,0.0000,114.9656,0.8411,0.0000,0.0000,2046,433,48480,16.70,795.0
1102,324.9163,100.0000,1.2671,0.0222,4.2487,0.0589,0.0117,5.4938,0.0014,1,0.0667,1.8538,0.0451,0.3297,113.6324,0.0000,113.6324,0.8365,0.0000,0.0000,2046,433,48480,16.54,795.0
1103,324.9274,11.1191,0.9767,0.0144,3.7262,0.0666,0.0141,106.6542,0.0009,1,0.0694,2.2425,0.0451,0.3828,115.9780,0.0000,115.9780,0.8319,0.0000,0.0000,2046,433,48480,16.57,795.0
1104,325.0389,100.0000,0.4905,0.0133,1.8678,0.0448,0.0075,233.2538,0.0013,1,0.0643,1.8317,0.0451,0.3988,113.6362,0.0000,113.6362,0.8405,0.0000,0.0000,2046,432,48352,16.41,795.0
1105,325.2746,100.0000,0.6283,0.0176,2.7354,0.0529,0.0085,3.7106,0.0009,1,0.0662,1.8638,0.0467,0.3133,113.4244,0.0000,113.4244,0.8369,0.0000,0.0000,2046,432,48352,16.29,795.0
1106,325.2817,7.1727,0.0545,0.0131,2.7553,0.0682,0.0148,111.3099,0.0009,1,0.0653,2.1028,0.0451,0.2996,113.4063,0.0000,113.4063,0.8373,0.0000,0.0000,2046,432,48352,16.50,795.0
1107,325.3960,100.0000,0.0608,0.0125,2.1104,0.0440,0.0072,113.9388,0.0009,1,0.0628,1.8854,0.0453,0.2929,113.6318,0.0000,113.6318,0.8374,0.0000,0.0000,2046,432,48352,16.30,797.5
1108,325.5121,100.0000,0.0445,0.0115,1.7854,0.0388,0.0082,116.4793,0.0009,1,0.0642,1.8148,0.0468,0.2908,114.4345,0.0000,114.4345,0.8373,0.0000,0.0000,2046,432,48352,16.23,797.5
1109,325.6305,100.0000,0.5977,0.0123,3.0110,0.0596,0.0094,112.3630,0.0009,1,0.0647,1.8702,0.0451,0.3139,112.6155,0.0000,112.6155,0.8326,0.0000,0.0000,2046,432,48352,16.02,797.5
1110,325.7466,100.0000,1.3967,0.0123,1.8600,0.0427,0.0091,113.5885,0.0010,1,0.0629,1.8475,0.0451,0.2864,112.4067,0.0000,112.4067,0.8378,0.0000,0.0000,2046,432,48352,15.96,797.5
1111,325.8635,100.0000,0.6307,0.0146,1.9459,0.0454,0.0089,106.9925,0.0009,1,0.0635,1.8520,0.0452,0.2921,105.8665,0.0000,105.8665,0.7449,0.0000,0.0000,2046,432,48352,15.88,797.5
1112,325.9731,100.0000,1.1147,0.0148,3.8308,0.0665,0.0131,96.5413,0.0007,1,0.0643,1.8573,0.0459,0.3053,98.3760,0.0000,98.3760,0.7162,0.0000,0.0000,2046,432,48352,15.82,821.2
1113,326.0747,100.0000,1.1199,0.0124,2.2383,0.0579,0.0106,94.9346,0.0011,1,0.0650,1.8662,0.0451,0.2970,93.1853,0.0000,93.1853,0.6923,0.0000,0.0000,2046,432,48352,15.75,821.2
1114,326.1731,98.3813,0.6643,0.0110,2.0148,0.0515,0.0083,87.2570,0.0008,1,0.0640,1.8226,0.0453,0.3105,87.7499,0.0000,87.7499,0.6810,0.0000,0.0000,2046,432,48352,15.68,821.2
1115,326.2631,90.0134,0.5387,0.0131,1.8636,0.0540,0.0095,173.0372,0.0013,1,0.0647,1.7969,0.0451,0.2977,84.7076,0.0000,84.7076,0.6715,0.0000,0.0000,2046,432,48352,15.70,821.2
1116,326.4387,100.0000,0.0694,0.0158,3.2202,0.0626,0.0102,2.9790,0.0009,1,0.0621,1.7753,0.0451,0.2872,83.8957,0.0000,83.8957,0.6680,0.0000,0.0000,2046,432,48352,15.51,821.2
1117,326.4450,6.3640,0.0515,0.0140,2.5636,0.0477,0.0083,82.4556,0.0012,1,0.0675,2.3958,0.0451,0.3195,84.2260,0.0000,84.2260,0.6615,0.0000,0.0000,2046,432,48352,15.60,821.2
1118,326.5302,85.1490,0.0782,0.0125,1.7983,0.0451,0.0087,80.2151,0.0008,1,0.0621,1.9135,0.0464,0.3297,79.2898,0.0000,79.2898,0.6539,0.0000,0.0000,2046,432,48352,15.52,821.2
1119,326.6123,82.1641,0.0540,0.0108,2.0976,0.0444,0.0094,80.3792,0.0009,1,0.0648,1.8079,0.0459,0.3959,78.5102,0.0000,78.5102,0.6511,0.0000,0.0000,2046,432,48352,15.45,821.3
1120,326.6949,82.6022,0.6008,0.0130,1.8177,0.0476,0.0124,78.5763,0.0009,1,0.0650,1.8145,0.0451,0.2929,77.8092,0.0000,77.8092,0.6456,0.0000,0.0000,2046,432,48352,15.39,821.3
1121,326.7760,81.0749,0.0506,0.0108,1.7745,0.0399,0.0068,77.2456,0.0008,1,0.0668,1.8418,0.0467,0.4137,75.2026,0.0000,75.2026,0.6451,0.0000,0.0000,2046,432,48352,15.30,821.3
1122,326.8552,79.1351,0.0513,0.0129,1.9307,0.0466,0.0083,153.4029,0.0015,1,0.0643,1.8092,0.0465,0.2902,75.3977,0.0000,75.3977,0.6451,0.0000,0.0000,2046,432,48352,15.24,821.3
1123,327.0106,100.0000,2.7434,0.0114,2.5126,0.0587,0.0099,4.7097,0.0014,1,0.0947,1.8644,0.0471,0.3072,73.2310,0.0000,73.2310,0.6640,0.0000,0.0000,2046,432,48352,15.12,821.3
1124,327.0207,10.0540,1.6103,0.0152,3.9635,0.0667,0.0105,81.9330,0.0016,1,0.0710,1.9214,0.0464,0.2887,77.4047,0.0000,77.4047,0.6364,0.0000,0.0000,2046,432,48352,15.20,821.3
1125,327.1083,87.6101,2.2001,0.0430,10.7043,0.2113,0.0277,127.6062,0.0020,1,0.0701,1.7916,0.0453,0.2867,71.7922,0.0000,71.7922,0.6294,0.0000,0.0000,2046,432,48352,15.11,821.3
1126,327.2491,100.0000,0.2257,0.0168,2.5935,0.0535,0.0084,3.3550,0.0010,1,0.0735,1.8722,0.0457,0.3169,71.6761,0.0000,71.6761,0.6270,0.0000,0.0000,2046,432,48352,15.00,738.7
1127,327.2553,6.2605,0.1287,0.0148,3.9469,0.0813,0.0126,74.7393,0.0010,1,0.0705,1.9094,0.0452,0.2988,77.5402,0.0000,77.5402,0.6305,0.0000,0.0000,2046,432,48352,15.06,738.7
1128,327.3343,78.9302,0.0556,0.0140,2.7706,0.0783,0.0158,154.0179,0.0011,1,0.0706,1.9228,0.0451,0.3067,72.5135,0.0000,72.5135,0.6251,0.0000,0.0000,2046,432,48352,15.00,738.7
1129,327.4912,100.0000,0.6415,0.0198,3.6099,0.0521,0.0083,3.8168,0.0011,1,0.0758,1.9502,0.0453,0.3356,75.1959,0.0000,75.1959,0.6260,0.0000,0.0000,2046,432,48352,14.89,738.7
1130,327.4994,8.1599,0.5638,0.0140,2.1909,0.0500,0.0089,73.0447,0.0011,1,0.0635,2.1202,0.0451,0.3437,76.5019,0.0000,76.5019,0.6202,0.0000,0.0000,2046,432,48352,14.97,738.7
1131,327.5753,75.8810,0.7355,0.0138,3.5534,0.0661,0.0115,74.0592,0.0013,1,0.0636,1.7923,0.0466,0.2925,76.2208,0.0000,76.2208,0.6196,0.0000,0.0000,2046,432,48352,14.92,738.7
1132,327.6537,78.4471,0.0645,0.0118,1.8677,0.0437,0.0081,75.6151,0.0009,1,0.0631,1.8424,0.0451,0.3068,73.6961,0.0000,73.6961,0.6217,0.0000,0.0000,2046,432,48352,14.87,738.7
